manuscript_type,novel_biologging,other_data,biologging_fair,other_fair,authors,title,source,year,volume,issue,doi,pub_type,id
,,,,,"Shaw, JM; Ryan, PG",Stable isotopes reveal regional movement patterns in an endangered bustard,AUSTRAL ECOLOGY,2015,40,2,10.1111/aec.12194,J,shaw2015
,,,,,"Bett, NN; Hinch, SG; Bass, AL; Braun, DC; Burnett, NJ; Casselman, MT; Cooke, SJ; Drenner, SM; Gelchu, A; Harrower, WL; Ledoux, R; Lotto, AG; Middleton, CT; Minke-Martin, V; Patterson, DA; Zhang, WM; Zhu, DZ","Using an integrative research approach to improve fish migrations in regulated rivers: a case study on Pacific Salmon in the Seton River, Canada",HYDROBIOLOGIA,2022,849,2,10.1007/s10750-020-04371-2,J,bett2022
,,,,,"Strauss, AFT; McCafferty, DJ; Nord, A; Lehmann, M; Helm, B",Using skin temperature and activity profiles to assign chronotype in birds,ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00296-w,J,strauss2022
,,,,,"Bom, RA; Bouten, W; Piersma, T; Oosterbeek, K; van Gils, JA",Optimizing acceleration-based ethograms: the use of variable-time versus fixed-time segmentation,MOVEMENT ECOLOGY,2014,2,NA,10.1186/2051-3933-2-6,J,bom2014
,,,,,"Hsieh, TH; Kang, JW; Lai, JH; Huang, YZ; Rotenberg, A; Chen, KY; Wang, JY; Chan, SY; Chen, SC; Chiang, YH; Peng, CW",Relationship of mechanical impact magnitude to neurologic dysfunction severity in a rat traumatic brain injury model,PLOS ONE,2017,12,5,10.1371/journal.pone.0178186,J,hsieh2017
,,,,,"Richardson, DE; Cowen, RK; Prince, ED; Sponaugle, S",Importance of the Straits of Florida spawning ground to Atlantic sailfish (Istiophorus platypterus) and blue marlin (Makaira nigricans),FISHERIES OCEANOGRAPHY,2009,18,6,10.1111/j.1365-2419.2009.00520.x,J,richardson2009
,,,,,"Weaver, SJ; Westphal, MF; Taylor, EN",Technology wish lists and the significance of temperature-sensing wildlife telemetry,ANIMAL BIOTELEMETRY,2021,9,1,10.1186/s40317-021-00252-0,J,weaver2021
,,,,,"Elliott, JE; Kirk, DA; Elliott, KH; Dorzinsky, J; Lee, S; Inzunza, ER; Cheng, KMT; Scheuhammer, T; Shaw, P",Mercury in Forage Fish from Mexico and Central America: Implications for Fish-Eating Birds,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,2015,69,4,10.1007/s00244-015-0188-x,J,elliott2015
,,,,,"Driscoll, PV; Ueta, M",The migration route and behaviour of Eastern Curlews Numenius madagascariensis,IBIS,2002,144,3,10.1046/j.1474-919X.2002.00081.x,J,driscoll2002
,,,,,"van Beest, FM; Milner, JM",Behavioural Responses to Thermal Conditions Affect Seasonal Mass Change in a Heat-Sensitive Northern Ungulate,PLOS ONE,2013,8,6,10.1371/journal.pone.0065972,J,vanbeest2013b
,,,,,"Stabach, JA; Hughey, LF; Crego, RD; Fleming, CH; Hopcraft, JGC; Leimgruber, P; Morrison, TA; Ogutu, JO; Reid, RS; Worden, JS; Boone, RB",Increasing Anthropogenic Disturbance Restricts Wildebeest Movement Across East African Grazing Systems,FRONTIERS IN ECOLOGY AND EVOLUTION,2022,10,NA,10.3389/fevo.2022.846171,J,stabach2022
,,,,,"Gau, RJ; McLoughlin, PD; Case, R; Cluff, HD; Mulders, R; Messier, F","Movements of subadult male Grizzly Bears, Ursus arctos, in the central Canadian Arctic",CANADIAN FIELD-NATURALIST,2004,118,2,10.22621/cfn.v118i2.920,J,gau2004
,,,,,"Uher-Koch, BD; Buchheit, RM; Eldermire, CR; Wilson, HM; Schmutz, JA",Shifts in the wintering distribution and abundance of emperor geese in Alaska,GLOBAL ECOLOGY AND CONSERVATION,2021,25,NA,10.1016/j.gecco.2020.e01397,J,uherkoch2021
,,,,,"Yoganand, K; Owen-Smith, N",Restricted habitat use by an African savanna herbivore through the seasonal cycle: key resources concept expanded,ECOGRAPHY,2014,37,10,10.1111/ecog.00534,J,yoganand2014
,,,,,"Simmons, SE; Tremblay, Y; Costa, DP","Pinnipeds as ocean-temperature samplers: calibrations, validations, and data quality",LIMNOLOGY AND OCEANOGRAPHY-METHODS,2009,7,NA,10.4319/lom.2009.7.648,J,simmons2009
,,,,,"Walton, MB; Cowderoy, E; Lascelles, D; Innes, JF",Evaluation of Construct and Criterion Validity for the 'Liverpool Osteoarthritis in Dogs' (LOAD) Clinical Metrology Instrument and Comparison to Two Other Instruments,PLOS ONE,2013,8,3,10.1371/journal.pone.0058125,J,walton2013
,,,,,"LEBOEUF, BJ; NAITO, Y; ASAGA, T; CROCKER, D; COSTA, DP",SWIM SPEED IN A FEMALE NORTHERN ELEPHANT SEAL - METABOLIC AND FORAGING IMPLICATIONS,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,1992,70,4,10.1139/z92-111,J,leboeuf1992
,,,,,"Bosch, J; Barasona, JA; Cadenas-Fernandez, E; Jurado, C; Pintore, A; Denurra, D; Cherchi, M; Vicente, J; Sanchez-Vizcaino, JM",Retrospective spatial analysis for African swine fever in endemic areas to assess interactions between susceptible host populations,PLOS ONE,2020,15,5,10.1371/journal.pone.0233473,J,bosch2020
,,,,,"Green, JA; Wilson, RP; Boyd, IL; Woakes, AJ; Green, CJ; Butler, PJ",Tracking macaroni penguins during long foraging trips using 'behavioural geolocation',POLAR BIOLOGY,2009,32,4,10.1007/s00300-008-0568-z,J,green2009
,,,,,"Reiertsen, TK; Erikstad, KE; Anker-Nilssen, T; Barrett, RT; Boulinier, T; Frederiksen, M; Gonzalez-Solis, J; Gremillet, D; Johns, D; Moe, B; Ponchon, A; Skern-Mauritzen, M; Sandvik, H; Yoccoz, NG",Prey density in non-breeding areas affects adult survival of black-legged kittiwakes Rissa tridactyla,MARINE ECOLOGY PROGRESS SERIES,2014,509,NA,10.3354/meps10825,J,reiertsen2014
,,,,,"Cruz, MC; Cacciabue, DG; Gil, JF; Gamboni, O; Vicente, MS; Wuertz, S; Gonzo, E; Rajal, VB",The impact of point source pollution on shallow groundwater used for human consumption in a threshold country,JOURNAL OF ENVIRONMENTAL MONITORING,2012,14,9,10.1039/c2em30322a,J,cruz2012
,,,,,"Tsalyuk, M; Kilian, W; Reineking, B; Getz, WM",Temporal variation in resource selection of African elephants follows long-term variability in resource availability,ECOLOGICAL MONOGRAPHS,2019,89,2,10.1002/ecm.1348,J,tsalyuk2019
,,,,,"Campbell, HA; Hewitt, M; Watts, ME; Peverell, S; Franklin, CE",Short- and long-term movement patterns in the freshwater whipray (Himantura dalyensis) determined by the signal processing of passive acoustic telemetry data,MARINE AND FRESHWATER RESEARCH,2012,63,4,10.1071/MF11229,J,campbell2012
,,,,,"Chamling, M; Bera, B",Likelihood of elephant death risk applying kernel density estimation model along the railway track within biodiversity hotspot of Bhutan-Bengal Himalayan Foothill,MODELING EARTH SYSTEMS AND ENVIRONMENT,2020,6,4,10.1007/s40808-020-00849-z,J,chamling2020
,,,,,"Block, BA; Jonsen, ID; Jorgensen, SJ; Winship, AJ; Shaffer, SA; Bograd, SJ; Hazen, EL; Foley, DG; Breed, GA; Harrison, AL; Ganong, JE; Swithenbank, A; Castleton, M; Dewar, H; Mate, BR; Shillinger, GL; Schaefer, KM; Benson, SR; Weise, MJ; Henry, RW; Costa, DP",Tracking apex marine predator movements in a dynamic ocean,"NATURE",2011,475,7354,10.1038/nature10082,J,block2011
,,,,,"Enstipp, MR; Ciccione, S; Gineste, B; Milbergue, M; Ballorain, K; Ropert-Coudert, Y; Kato, A; Plot, V; Georges, JY",Energy expenditure of freely swimming adult green turtles (Chelonia mydas) and its link with body acceleration,JOURNAL OF EXPERIMENTAL BIOLOGY,2011,214,23,10.1242/jeb.062943,J,enstipp2011
,,,,,"Zhang, MC; Zhang, ZZ; Li, Z; Hong, MS; Zhou, XP; Zhou, SQ; Zhang, JD; Hull, V; Huang, JY; Zhang, HM",Giant panda foraging and movement patterns in response to bamboo shoot growth,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2018,25,9,10.1007/s11356-017-0919-9,J,zhang2018a
,,,,,"Boom, MP; Lameris, TK; Schreven, KHT; Buitendijk, NH; Moonen, S; de Vries, PP; Zaynagutdinova, E; Nolet, BA; van der Jeugd, HP; Eichhorn, G",Year-round activity levels reveal diurnal foraging constraints in the annual cycle of migratory and non-migratory barnacle geese,OECOLOGIA,2023,202,2,10.1007/s00442-023-05386-x,J,boom2023
,,,,,"Wensveen, PJ; Isojunno, S; Hansen, RR; von Benda-Beckmann, AM; Kleivane, L; van IJsselmuide, S; Lam, FPA; Kvadsheim, PH; DeRuiter, SL; Cure, C; Narazaki, T; Tyack, PL; Miller, PJO",Northern bottlenose whales in a pristine environment respond strongly to close and distant navy sonar signals,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2019,286,1899,10.1098/rspb.2018.2592,J,wensveen2019
,,,,,"Pancerasa, M; Sangiorgio, M; Ambrosini, R; Saino, N; Winkler, DW; Casagrandi, R",Reconstruction of long-distance bird migration routes using advanced machine learning techniques on geolocator data,JOURNAL OF THE ROYAL SOCIETY INTERFACE,2019,16,155,10.1098/rsif.2019.0031,J,pancerasa2019
,,,,,"Volkmann, LA; Hodges, KE",Post-fire movements of Pacific marten (Martes caurina) depend on the severity of landscape change,MOVEMENT ECOLOGY,2021,9,1,10.1186/s40462-021-00286-2,J,volkmann2021
,,,,,"Briscoe, DK; Tomaszewicz, CNT; Seminoff, JA; Parker, DM; Balazs, GH; Polovina, JJ; Kurita, M; Okamoto, H; Saito, T; Rice, MR; Crowder, LB",Dynamic Thermal Corridor May Connect Endangered Loggerhead Sea Turtles Across the Pacific Ocean,FRONTIERS IN MARINE SCIENCE,2021,8,NA,10.3389/fmars.2021.630590,J,briscoe2021
,,,,,"Atickem, A; Loe, LE",Livestock-wildlife conflicts in the Ethiopian highlands: assessing the dietary and spatial overlap between mountain nyala and cattle,AFRICAN JOURNAL OF ECOLOGY,2014,52,3,10.1111/aje.12126,J,atickem2014
,,,,,"Breed, GA; Bowen, WD; McMillan, JI; Leonard, ML",Sexual segregation of seasonal foraging habitats in a non-migratory marine mammal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2006,273,1599,10.1098/rspb.2006.3581,J,breed2006
,,,,,"Marchand, P; Freycon, P; Herbaux, JP; Game, Y; Toigo, C; Gilot-Fromont, E; Rossi, S; Hars, J",Sociospatial structure explains marked variation in brucellosis seroprevalence in an Alpine ibex population,SCIENTIFIC REPORTS,2017,7,NA,10.1038/s41598-017-15803-w,J,marchand2017b
,,,,,"Nicholson, KL; Arthur, SM; Horne, JS; Garton, EO; Del Vecchio, PA",Modeling Caribou Movements: Seasonal Ranges and Migration Routes of the Central Arctic Herd,PLOS ONE,2016,11,4,10.1371/journal.pone.0150333,J,nicholson2016
,,,,,"Lohmann, KJ; Hester, JT; Lohmann, CMF",Long-distance navigation in sea turtles,ETHOLOGY ECOLOGY & EVOLUTION,1999,11,1,10.1080/08927014.1999.9522838,J,lohmann1999
,,,,,"Wiggins, NL; Williamson, GJ; McCallum, HI; McMahon, CR; Bowman, DMJS",Shifts in macropod home ranges in response to wildlife management interventions,WILDLIFE RESEARCH,2010,37,5,10.1071/WR09144,J,wiggins2010
,,,,,"Mosomtai, G; Evander, M; Mundia, C; Sandstrom, P; Ahlm, C; Hassan, OA; Lwande, OW; Gachari, MK; Landmann, T; Sang, R",Datasets for mapping pastoralist movement patterns and risk zones of Rift Valley fever occurrence,DATA IN BRIEF,2018,16,NA,10.1016/j.dib.2017.11.097,J,mosomtai2018
,,,,,"Bjorneraas, K; Herfindal, I; Solberg, EJ; Sther, BE; van Moorter, B; Rolandsen, CM","Habitat quality influences population distribution, individual space use and functional responses in habitat selection by a large herbivore",OECOLOGIA,2012,168,1,10.1007/s00442-011-2072-3,J,bjorneraas2012
,,,,,"Lewis, JS; Rachlow, JL","ACTIVITY PATTERNS OF BLACK BEARS IN RELATION TO SEX, SEASON, AND DAILY MOVEMENT RATES",WESTERN NORTH AMERICAN NATURALIST,2011,71,3,10.3398/064.071.0306,J,lewis2011a
,,,,,"Isojunno, S; Miller, PJO",Sperm whale response to tag boat presence: biologically informed hidden state models quantify lost feeding opportunities,ECOSPHERE,2015,6,1,10.1890/ES14-00130.1,J,isojunno2015
,,,,,"Selva, N; Teitelbaum, CS; Sergiel, A; Zwijacz-Kozica, T; Zieba, F; Bojarska, K; Mueller, T",Supplementary ungulate feeding affects movement behavior of brown bears,BASIC AND APPLIED ECOLOGY,2017,24,NA,10.1016/j.baae.2017.09.007,J,selva2017
,,,,,"Malinka, CE; Atkins, J; Johnson, MP; Tonnesen, P; Dunn, CA; Claridge, DE; de Soto, NA; Madsen, PT",An autonomous hydrophone array to study the acoustic ecology of deep-water toothed whales,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2020,158,NA,10.1016/j.dsr.2020.103233,J,malinka2020
,,,,,"Stafford, KM; Citta, JJ; Okkonen, SR; Suydam, RS","Wind-dependent beluga whale dive behavior in Barrow Canyon, Alaska",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2016,118,NA,10.1016/j.dsr.2016.10.006,J,stafford2016
,,,,,"Authier, M; Peron, C; Mante, A; Vidal, P; Gremillet, D",Designing observational biologging studies to assess the causal effect of instrumentation,METHODS IN ECOLOGY AND EVOLUTION,2013,4,9,10.1111/2041-210X.12075,J,authier2013
,,,,,"Rafiq, K; Jordan, NR; Meloro, C; Wilson, AM; Hayward, MW; Wich, SA; McNutt, JW",Scent-marking strategies of a solitary carnivore: boundary and road scent marking in the leopard,ANIMAL BEHAVIOUR,2020,161,NA,10.1016/j.anbehav.2019.12.016,J,rafiq2020
,,,,,"Wara, A; Hunsucker, S; Bove, K; Backus, R",Short-Term Estrogen Replacement Effects on Insulin Sensitivity and Glucose Tolerance in At-Risk Cats for Feline Diabetes Mellitus,PLOS ONE,2015,10,6,10.1371/journal.pone.0130696,J,wara2015
,,,,,"Jin, ZM; Guo, LF; Shu, H; Qi, JW; Li, YF; Xu, BB; Zhang, WJ; Wang, KW; Wang, WS",Behavior Classification and Analysis of Grazing Sheep on Pasture with Different Sward Surface Heights Using Machine Learning,ANIMALS,2022,12,14,10.3390/ani12141744,J,jin2022a
,,,,,"Portugal, SJ; White, CR",Externally attached biologgers cause compensatory body mass loss in birds,METHODS IN ECOLOGY AND EVOLUTION,2022,13,2,10.1111/2041-210X.13754,J,portugal2022
,,,,,"Cerritelli, G; Casale, P; Sozbilen, D; Hochscheid, S; Luschi, P; Kaska, Y",Multidirectional migrations from a major nesting area in Turkey support the widespread distribution of foraging sites for loggerhead turtles in the Mediterranean,MARINE ECOLOGY PROGRESS SERIES,2022,683,NA,10.3354/meps13946,J,cerritelli2022
,,,,,"Watanabe, YY; Baranov, EA; Miyazaki, N",Ultrahigh foraging rates of Baikal seals make tiny endemic amphipods profitable in Lake Baikal,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2020,117,49,10.1073/pnas.2014021117,J,watanabe2020
,,,,,"Hall, CM; Bryant, KA; Fontaine, JB; Calver, MC",Do collar-mounted predation deterrents restrict wandering in pet domestic cats?,APPLIED ANIMAL BEHAVIOUR SCIENCE,2016,176,NA,10.1016/j.applanim.2015.12.006,J,hall2016
,,,,,"Alting, BF; Bennitt, E; Golabek, KA; Pitcher, BJ; McNutt, JW; Wilson, AM; Bates, H; Jordan, NR",The characteristics and consequences of African wild dog (Lycaon pictus) den site selection,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2021,75,7,10.1007/s00265-021-03047-8,J,alting2021
,,,,,"Seebacher, F; Franklin, CE; Read, M",Diving behaviour of a reptile (Crocodylus johnstoni) in the wild: Interactions with heart rate and body temperature,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2005,78,1,10.1086/425192,J,seebacher2005
,,,,,"Edwards, HH; Pollock, KH; Ackerman, BB; Reynolds, JE; Powell, JA",Estimation of detection probability in manatee aerial surveys at a winter aggregation site,JOURNAL OF WILDLIFE MANAGEMENT,2007,71,6,10.2193/2005-645,J,edwards2007
,,,,,"Mickova, E; Machova, K; Dadova, K; Svobodova, I","Does Dog Ownership Affect Physical Activity, Sleep, and Self-Reported Health in Older Adults?",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2019,16,18,10.3390/ijerph16183355,J,mickova2019
,,,,,"Storch, S; Wilson, RP; Hillis-Starr, ZM; Adelung, D",Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata,MARINE ECOLOGY PROGRESS SERIES,2005,293,NA,10.3354/meps293263,J,storch2005
,,,,,"Kruger, L; Pereira, JM; Paiva, VH; Ramos, JA",Personality influences foraging of a seabird under contrasting environmental conditions,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2019,516,NA,10.1016/j.jembe.2019.04.003,J,kruger2019
,,,,,"Coltman, DW; Bowen, WD; Boness, DJ; Iverson, SJ","Balancing foraging and reproduction in the male harbour seal, an aquatically mating pinniped",ANIMAL BEHAVIOUR,1997,54,NA,10.1006/anbe.1997.0470,J,coltman1997
,,,,,"Spitz, DB; Hebblewhite, M; Stephenson, TR; German, DW","How plastic is migratory behavior? Quantifying elevational movement in a partially migratory alpine ungulate, the Sierra Nevada bighorn sheep (Ovis canadensis sierrae)",CANADIAN JOURNAL OF ZOOLOGY,2018,96,12,10.1139/cjz-2017-0367,J,spitz2018
,,,,,"Nguyen, VM; Martins, EG; Robichaud, D; Raby, GD; Donaldson, MR; Lotto, AG; Willmore, WG; Patterson, DA; Farrell, AP; Hinch, SG; Cooke, SJ","Disentangling the Roles of Air Exposure, Gill Net Injury, and Facilitated Recovery on the Postcapture and Release Mortality and Behavior of Adult Migratory Sockeye Salmon (Oncorhynchus nerka) in Freshwater",PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2014,87,1,10.1086/669530,J,nguyen2014
,,,,,"Hammill, E; Curtis, JMR; Patterson, DA; Farrell, AP; Sierocinski, T; Pavlidis, P; Hinch, SG; Miller, K",Comparison of techniques for correlating survival and gene expression data from wild salmon,ECOLOGY OF FRESHWATER FISH,2012,21,2,10.1111/j.1600-0633.2011.00536.x,J,hammill2012
,,,,,"Hueter, RE; Tyminski, JP; de la Parra, R","Horizontal Movements, Migration Patterns, and Population Structure of Whale Sharks in the Gulf of Mexico and Northwestern Caribbean Sea",PLOS ONE,2013,8,8,10.1371/journal.pone.0071883,J,hueter2013
,,,,,"Stillman, AN; Lorenz, TJ; Fischer, PC; Siegel, RB; Wilkerson, RL; Johnson, M; Tingley, MW",Juvenile survival of a burned forest specialist in response to variation in fire characteristics,JOURNAL OF ANIMAL ECOLOGY,2021,90,5,10.1111/1365-2656.13456,J,stillman2021
,,,,,"Wasenius, NS; Grattan, KP; Harvey, ALJ; Barrowman, N; Goldfield, GS; Adamo, KB",Maternal gestational weight gain and objectively measured physical activity among offspring,PLOS ONE,2017,12,6,10.1371/journal.pone.0180249,J,wasenius2017
,,,,,"Wiley, DN; Zadra, CJ; Friedlaender, AS; Parks, SE; Pensarosa, A; Rogan, A; Shorter, KA; Urban, J; Kerr, I",Deployment of biologging tags on free swimming large whales using uncrewed aerial systems,ROYAL SOCIETY OPEN SCIENCE,2023,10,4,10.1098/rsos.221376,J,wiley2023
,,,,,"Bourouiba, L; Wu, JH; Newman, S; Takekawa, J; Natdorj, T; Batbayar, N; Bishop, CM; Hawkes, LA; Butler, PJ; Wikelski, M",Spatial dynamics of bar-headed geese migration in the context of H5N1,JOURNAL OF THE ROYAL SOCIETY INTERFACE,2010,7,52,10.1098/rsif.2010.0126,J,bourouiba2010
,,,,,"Tickler, DM; Carlisle, AB; Chapple, TK; Curnick, DJ; Dale, JJ; Schallert, RJ; Block, BA",Potential detection of illegal fishing by passive acoustic telemetry,ANIMAL BIOTELEMETRY,2019,7,1,10.1186/s40317-019-0163-9,J,tickler2019
,,,,,"Sergio, F; Tavecchia, G; Tanferna, A; Blas, J; Blanco, G; Hiraldo, F",When and where mortality occurs throughout the annual cycle changes with age in a migratory bird: individual vs population implications,SCIENTIFIC REPORTS,2019,9,NA,10.1038/s41598-019-54026-z,J,sergio2019a
,,,,,"Escobedo-Bonilla, CM; Quiros-Rojas, NM; Rudin-Salazar, E",Rehabilitation of Marine Turtles and Welfare Improvement by Application of Environmental Enrichment Strategies,ANIMALS,2022,12,3,10.3390/ani12030282,J,escobedobonilla2022
,,,,,"van Toor, ML; Hedenstrom, A; Waldenstrom, J; Fiedler, W; Holland, RA; Thorup, K; Wikelski, M",Flexibility of Continental Navigation and Migration in European Mallards,PLOS ONE,2013,8,8,10.1371/journal.pone.0072629,J,vantoor2013
,,,,,"Burnett, NJ; Hinch, SG; Braun, DC; Casselman, MT; Middleton, CT; Wilson, SM; Cooke, SJ",Burst Swimming in Areas of High Flow: Delayed Consequences of Anaerobiosis in Wild Adult Sockeye Salmon,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2014,87,5,10.1086/677219,J,burnett2014a
,,,,,"Sponberg, S; Spence, AJ; Mullens, CH; Full, RJ",A single muscle's multifunctional control potential of body dynamics for postural control and running,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2011,366,1570,10.1098/rstb.2010.0367,J,sponberg2011
,,,,,"Rast, W; Kimmig, SE; Giese, L; Berger, A",Machine learning goes wild: Using data from captive individuals to infer wildlife behaviours,PLOS ONE,2020,15,5,10.1371/journal.pone.0227317,J,rast2020
,,,,,"Witte, TH; Hirst, CV; Wilson, AM",Effect of speed on stride parameters in racehorses at gallop in field conditions,JOURNAL OF EXPERIMENTAL BIOLOGY,2006,209,21,10.1242/jeb.02518,J,witte2006
